Number-of-determinants,Unnamed: 0,Unnamed: 0.1,basis,basisindex,beta,charge,dmrg(var),index,method,ncas,ncore,note,pseudopotential,pyscf-version.1,system,systype,totalenergy,totalenergy-stocherr,totalenergy-syserr,trial-wavefunction,truncation-weight,SHCIref,SHCIreferr,HFref,HFreferr
,,,vtz,1,,1,,767.0,CIC+Q,,,,trail,,Fe,atom,-123.363119,0.0,0.0,,,-123.36856999999999,5.41e-07,-122.80424852863449,0.0
,,,vqz,2,,0,,768.0,CIC+Q,,,,trail,,Fe,atom,-123.70538799999999,0.0,0.0,,,-123.71675,1.63e-05,-123.03893433543683,0.0
,,,vqz,2,,1,,769.0,CIC+Q,,,,trail,,Fe,atom,-123.420227,0.0,0.0,,,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
,,,vdz,0,,0,,770.0,CIC+Q,,,,trail,,Fe,atom,-123.513737,0.0,0.0,,,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
,,,vdz,0,,1,,771.0,CIC+Q,,,,trail,,Fe,atom,-123.231298,0.0,0.0,,,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
,,,v5z,3,,0,,772.0,CIC+Q,,,,trail,,Fe,atom,-123.729803,0.0,0.0,,,-123.7418,1.98e-07,-123.03901838784545,0.0
,,,v5z,3,,1,,773.0,CIC+Q,,,,trail,,Fe,atom,-123.444391,0.0,0.0,,,-123.45183,3e-08,-122.805367259054,0.0
,,,vdz,0,,0,,774.0,CIC+Q,,,,trail,,Cu,atom,-197.217546,0.0,0.0,,,-197.2369,1.152e-06,-196.56440183256336,0.0
,,,vdz,0,,1,,775.0,CIC+Q,,,,trail,,Cu,atom,-196.954633,0.0,0.0,,,-196.96723,1.474e-06,-196.32402730647453,0.0
,,,vtz,1,,0,,776.0,CIC+Q,,,,trail,,Cu,atom,-197.41518200000002,0.0,0.0,,,-197.44464,4.5899999999999997e-07,-196.56611793957046,0.0
,,,vtz,1,,1,,777.0,CIC+Q,,,,trail,,Cu,atom,-197.143171,0.0,0.0,,,-197.16304,6.5e-07,-196.32520712735686,0.0
,,,vqz,2,,0,,778.0,CIC+Q,,,,trail,,Cu,atom,-197.50335800000002,0.0,0.0,,,-197.53642,1.98e-05,-196.5663491464669,0.0
,,,vqz,2,,1,,779.0,CIC+Q,,,,trail,,Cu,atom,-197.230905,0.0,0.0,,,-197.25343,3.0119999999999997e-06,-196.32534219464927,0.0
,,,v5z,3,,0,,780.0,CIC+Q,,,,trail,,Cu,atom,-197.541731,0.0,0.0,,,-197.57608000000002,1.068e-06,-196.56638113671772,0.0
,,,v5z,3,,1,,781.0,CIC+Q,,,,trail,,Cu,atom,-197.26898400000002,0.0,0.0,,,-197.29251000000002,3.86e-07,-196.32534584685692,0.0
,,,vdz,0,,0,,782.0,CIC+Q,,,,trail,,O,atom,-15.78135,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vtz,1,,0,,783.0,CIC+Q,,,,trail,,O,atom,-15.827281,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vqz,2,,0,,784.0,CIC+Q,,,,trail,,O,atom,-15.839364999999999,0.0,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,v5z,3,,0,,785.0,CIC+Q,,,,trail,,O,atom,-15.84344,0.0,0.0,,,-15.84317,0.0,-15.651935198107855,0.0
,,,vdz,0,,1,,786.0,CIC+Q,,,,trail,,O,atom,-15.300729,0.0,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vtz,1,,1,,787.0,CIC+Q,,,,trail,,O,atom,-15.333723,0.0,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vqz,2,,1,,788.0,CIC+Q,,,,trail,,O,atom,-15.34225,0.0,0.0,,,-15.3421,0.0,-15.210758359146777,0.0
,,,v5z,3,,1,,789.0,CIC+Q,,,,trail,,O,atom,-15.344934,0.0,0.0,,,-15.34479,0.0,-15.210911583355957,0.0
114.0,,,vdz,0,,0,,790.0,AFQMC(MD),13.0,0.0,,trail,,O,atom,-15.7808,0.0001,0.0,tCASCSF,0.001,-15.78125,0.0,-15.650898615762124,0.0
121.0,,,vtz,1,,0,,791.0,AFQMC(MD),13.0,0.0,,trail,,O,atom,-15.8257,0.0002,0.0,tCASCSF,0.001,-15.827020000000001,0.0,-15.65178729066239,0.0
132.0,,,vqz,2,,0,,792.0,AFQMC(MD),13.0,0.0,,trail,,O,atom,-15.8379,0.0002,0.0,tCASCSF,0.001,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
131.0,,,v5z,3,,0,,793.0,AFQMC(MD),13.0,0.0,,trail,,O,atom,-15.8418,0.0002,0.0,tCASCSF,0.001,-15.84317,0.0,-15.651935198107855,0.0
1.0,,,vdz,0,,1,,794.0,AFQMC(MD),4.0,0.0,,trail,,O,atom,-15.2997,0.0003,0.0,tCASCSF,0.001,-15.300670000000002,0.0,-15.209469738930444,0.0
1.0,,,vtz,1,,1,,795.0,AFQMC(MD),4.0,0.0,,trail,,O,atom,-15.3324,0.0003,0.0,tCASCSF,0.001,-15.33358,0.0,-15.210120374674373,0.0
1.0,,,vqz,2,,1,,796.0,AFQMC(MD),4.0,0.0,,trail,,O,atom,-15.3413,0.0005,0.0,tCASCSF,0.001,-15.3421,0.0,-15.210758359146777,0.0
1.0,,,v5z,3,,1,,797.0,AFQMC(MD),4.0,0.0,,trail,,O,atom,-15.3436,0.0004,0.0,tCASCSF,0.001,-15.34479,0.0,-15.210911583355957,0.0
11.0,,,vdz,0,,0,,798.0,AFQMC(MD),6.0,4.0,,trail,,Sc,atom,-46.3944,0.0012,0.0,tCASCSF,0.001,-46.39685,5.4e-08,-46.056720086471316,0.0
11.0,,,vtz,1,,0,,799.0,AFQMC(MD),6.0,4.0,,trail,,Sc,atom,-46.4504,0.0012,0.0,tCASCSF,0.001,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
11.0,,,vqz,2,,0,,800.0,AFQMC(MD),6.0,4.0,,trail,,Sc,atom,-46.4726,0.0012,0.0,tCASCSF,0.001,-46.474,1.07e-06,-46.057726629346845,0.0
9.0,,,v5z,3,,0,,801.0,AFQMC(MD),6.0,4.0,,trail,,Sc,atom,-46.4791,0.0011,0.0,tCASCSF,0.001,-46.48213,0.0,-46.05773792407675,0.0
82.0,,,vdz,0,,1,,802.0,AFQMC(MD),9.0,1.0,,trail,,Sc,atom,-46.155,0.0005,0.0,tCASCSF,0.001,-46.15683,0.0,-45.85651158235275,0.0
76.0,,,vtz,1,,1,,803.0,AFQMC(MD),9.0,1.0,,trail,,Sc,atom,-46.2088,0.0004,0.0,tCASCSF,0.001,-46.211490000000005,0.0,-45.85935928101564,0.0
50.0,,,vqz,2,,1,,804.0,AFQMC(MD),9.0,1.0,,trail,,Sc,atom,-46.2307,0.0006,0.0,tCASCSF,0.001,-46.233109999999996,9.940000000000001e-07,-45.859964744612796,0.0
74.0,,,v5z,3,,1,,805.0,AFQMC(MD),9.0,1.0,,trail,,Sc,atom,-46.2392,0.0005,0.0,tCASCSF,0.001,-46.24115,1.398e-05,-45.86020861913251,0.0
40.0,,,vdz,0,,0,,806.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.8789,0.0006,0.0,tCASCSF,0.001,-57.88305,2.26e-07,-57.52051227493378,0.0
40.0,,,vtz,1,,0,,807.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.9514,0.0006,0.0,tCASCSF,0.001,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
41.0,,,vqz,2,,0,,808.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.9796,0.0008,0.0,tCASCSF,0.001,-57.983,2.24e-06,-57.52332478221496,0.0
45.0,,,v5z,3,,0,,809.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.9889,0.0009,0.0,tCASCSF,0.001,-57.99386,0.0,-57.52335292738408,0.0
17.0,,,vdz,0,,1,,810.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.6309,0.0009,0.0,tCASCSF,0.001,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
21.0,,,vtz,1,,1,,811.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.6995,0.0008,0.0,tCASCSF,0.001,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
21.0,,,vqz,2,,1,,812.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.728,0.0007,0.0,tCASCSF,0.001,-57.73256,7.33e-07,-57.319727268097715,0.0
23.0,,,v5z,3,,1,,813.0,AFQMC(MD),10.0,4.0,,trail,,Ti,atom,-57.7385,0.0009,0.0,tCASCSF,0.001,-57.743159999999996,0.0,-57.320045716102676,0.0
24.0,,,vdz,0,,0,,814.0,AFQMC(MD),9.0,4.0,,trail,,V,atom,-71.0746,0.0008,0.0,tCASCSF,0.001,-71.07767,3.2600000000000003e-07,-70.69525960473436,0.0
30.0,,,vtz,1,,0,,815.0,AFQMC(MD),9.0,4.0,,trail,,V,atom,-71.1647,0.001,0.0,tCASCSF,0.001,-71.16898,1.017e-06,-70.69687058820543,0.0
29.0,,,vqz,2,,0,,816.0,AFQMC(MD),9.0,4.0,,trail,,V,atom,-71.2003,0.0011,0.0,tCASCSF,0.001,-71.20578,1e-05,-70.69711953301085,0.0
30.0,,,v5z,3,,0,,817.0,AFQMC(MD),9.0,4.0,,trail,,V,atom,-71.2155,0.0011,0.0,tCASCSF,0.001,-71.21983,0.0,-70.69714489237121,0.0
41.0,,,vdz,0,,1,,818.0,AFQMC(MD),15.0,4.0,,trail,,V,atom,-70.8257,0.0009,0.0,tCASCSF,0.001,-70.8284,3.2e-08,-70.47804713713508,0.0
96.0,,,vtz,1,,1,,819.0,AFQMC(MD),15.0,4.0,,trail,,V,atom,-70.916,0.001,0.0,tCASCSF,0.001,-70.91955,1.62e-07,-70.47870620861032,0.0
97.0,,,vqz,2,,1,,820.0,AFQMC(MD),15.0,4.0,,trail,,V,atom,-70.953,0.001,0.0,tCASCSF,0.001,-70.95759,8.42e-07,-70.47878254097698,0.0
45.0,,,v5z,3,,1,,821.0,AFQMC(MD),15.0,4.0,,trail,,V,atom,-70.9678,0.0011,0.0,tCASCSF,0.001,-70.97182,0.0,-70.47890119732277,0.0
13.0,,,vdz,0,,0,,822.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.6116,0.0009,0.0,tCASCSF,0.001,-86.61203,1.24e-07,-86.21795636713652,0.0
13.0,,,vtz,1,,0,,823.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.7197,0.0012,0.0,tCASCSF,0.001,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
16.0,,,vqz,2,,0,,824.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.7672,0.0012,0.0,tCASCSF,0.001,-86.76760999999999,0.0,-86.21909581115591,0.0
17.0,,,v5z,3,,0,,825.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.7826,0.0012,0.0,tCASCSF,0.001,-86.78532,0.0,-86.21910985180031,0.0
44.0,,,vdz,0,,1,,826.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.3704,0.0007,0.0,tCASCSF,0.001,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
26.0,,,vtz,1,,1,,827.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.4728,0.0011,0.0,tCASCSF,0.001,-86.47298,2.01e-07,-85.99858355154308,0.0
26.0,,,vqz,2,,1,,828.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.5173,0.0011,0.0,tCASCSF,0.001,-86.51867,1.764e-06,-85.99861621753384,0.0
26.0,,,v5z,3,,1,,829.0,AFQMC(MD),9.0,1.0,,trail,,Cr,atom,-86.534,0.0013,0.0,tCASCSF,0.001,-86.53627,0.0,-85.99871084112391,0.0
13.0,,,vdz,0,,0,,830.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-103.943,0.0008,0.0,tCASCSF,0.001,-103.94226,4.56e-07,-103.51554736964935,0.0
13.0,,,vtz,1,,0,,831.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-104.0631,0.0011,0.0,tCASCSF,0.001,-104.06366,9.9e-07,-103.51751723050371,0.0
13.0,,,vqz,2,,0,,832.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-104.1163,0.0011,0.0,tCASCSF,0.001,-104.11501,3.37e-06,-103.51774137665831,0.0
13.0,,,v5z,3,,0,,833.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-104.1362,0.0012,0.0,tCASCSF,0.001,-104.13542,4.9e-08,-103.51775094214493,0.0
1.0,,,vdz,0,,1,,834.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-103.6744,0.0009,0.0,tCASCSF,0.001,-103.67336,4.2e-08,-103.29335920887651,0.0
1.0,,,vtz,1,,1,,835.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-103.7916,0.0008,0.0,tCASCSF,0.001,-103.79214,1.99e-07,-103.29880070636771,0.0
1.0,,,vqz,2,,1,,836.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-103.844,0.0008,0.0,tCASCSF,0.001,-103.84272,2.375e-06,-103.29943473113407,0.0
1.0,,,v5z,3,,1,,837.0,AFQMC(MD),9.0,4.0,,trail,,Mn,atom,-103.8632,0.0008,0.0,tCASCSF,0.001,-103.86284,0.0,-103.29970385074444,0.0
17.0,,,vdz,0,,0,,838.0,AFQMC(MD),9.0,4.0,,trail,,Fe,atom,-123.5145,0.0008,0.0,tCASCSF,0.001,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
17.0,,,vtz,1,,0,,839.0,AFQMC(MD),9.0,4.0,,trail,,Fe,atom,-123.6531,0.0011,0.0,tCASCSF,0.001,-123.6572,5.71e-07,-123.03857246947872,0.0
25.0,,,vqz,2,,0,,840.0,AFQMC(MD),9.0,4.0,,trail,,Fe,atom,-123.7146,0.0012,0.0,tCASCSF,0.001,-123.71675,1.63e-05,-123.03893433543683,0.0
22.0,,,v5z,3,,0,,841.0,AFQMC(MD),9.0,4.0,,trail,,Fe,atom,-123.7377,0.0014,0.0,tCASCSF,0.001,-123.7418,1.98e-07,-123.03901838784545,0.0
1.0,,,vdz,0,,1,,842.0,AFQMC(MD),6.0,4.0,,trail,,Fe,atom,-123.2313,0.001,0.0,tCASCSF,0.001,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
1.0,,,vtz,1,,1,,843.0,AFQMC(MD),6.0,4.0,,trail,,Fe,atom,-123.3641,0.001,0.0,tCASCSF,0.001,-123.36856999999999,5.41e-07,-122.80424852863449,0.0
1.0,,,vqz,2,,1,,844.0,AFQMC(MD),6.0,4.0,,trail,,Fe,atom,-123.4244,0.0011,0.0,tCASCSF,0.001,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
1.0,,,v5z,3,,1,,845.0,AFQMC(MD),6.0,4.0,,trail,,Fe,atom,-123.4476,0.0014,0.0,tCASCSF,0.001,-123.45183,3e-08,-122.805367259054,0.0
100.0,,,vdz,0,,0,,846.0,AFQMC(MD),12.0,1.0,,trail,,Cu,atom,-197.2384,0.0014,0.0,tCASCSF,0.001,-197.2369,1.152e-06,-196.56440183256336,0.0
158.0,,,vtz,1,,0,,847.0,AFQMC(MD),12.0,1.0,,trail,,Cu,atom,-197.4426,0.0017,0.0,tCASCSF,0.001,-197.44464,4.5899999999999997e-07,-196.56611793957046,0.0
237.0,,,vqz,2,,0,,848.0,AFQMC(MD),12.0,1.0,,trail,,Cu,atom,-197.5342,0.0016,0.0,tCASCSF,0.001,-197.53642,1.98e-05,-196.5663491464669,0.0
149.0,,,v5z,3,,0,,849.0,AFQMC(MD),12.0,1.0,,trail,,Cu,atom,-197.5754,0.002,0.0,tCASCSF,0.001,-197.57608000000002,1.068e-06,-196.56638113671772,0.0
142.0,,,vdz,0,,1,,850.0,AFQMC(MD),19.0,4.0,,trail,,Cu,atom,-196.9747,0.0013,0.0,tCASCSF,0.01,-196.96723,1.474e-06,-196.32402730647453,0.0
132.0,,,vtz,1,,1,,851.0,AFQMC(MD),19.0,4.0,,trail,,Cu,atom,-197.1694,0.0011,0.0,tCASCSF,0.01,-197.16304,6.5e-07,-196.32520712735686,0.0
154.0,,,vqz,2,,1,,852.0,AFQMC(MD),19.0,4.0,,trail,,Cu,atom,-197.2585,0.0014,0.0,tCASCSF,0.01,-197.25343,3.0119999999999997e-06,-196.32534219464927,0.0
135.0,,,v5z,3,,1,,853.0,AFQMC(MD),19.0,4.0,,trail,,Cu,atom,-197.2994,0.0016,0.0,tCASCSF,0.01,-197.29251000000002,3.86e-07,-196.32534584685692,0.0
,,,vdz,0,,0,,966.0,iFCIQMC,,,,trail,,O,atom,-15.781248999999999,7.55e-07,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vdz,0,,1,,967.0,iFCIQMC,,,,trail,,O,atom,-15.300667,7.240000000000001e-09,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vtz,1,,0,,968.0,iFCIQMC,,,,trail,,O,atom,-15.827007,5.529999999999999e-07,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vtz,1,,1,,969.0,iFCIQMC,,,,trail,,O,atom,-15.333584,4.13e-08,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vqz,2,,0,,970.0,iFCIQMC,,,,trail,,O,atom,-15.839077,1.29e-06,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vqz,2,,1,,971.0,iFCIQMC,,,,trail,,O,atom,-15.342101000000001,1.0199999999999999e-07,0.0,,,-15.3421,0.0,-15.210758359146777,0.0
,,,vdz,0,,0,,972.0,iFCIQMC,,,,trail,,Cr,atom,-86.611972,3.07e-05,0.0,,,-86.61203,1.24e-07,-86.21795636713652,0.0
,,,vdz,0,,1,,973.0,iFCIQMC,,,,trail,,Cr,atom,-86.372452,2.7699999999999996e-05,0.0,,,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
,,,vdz,0,,0,,974.0,iFCIQMC,,,,trail,,Cu,atom,-197.237561,0.000118,0.0,,,-197.2369,1.152e-06,-196.56440183256336,0.0
,,,vdz,0,,1,,975.0,iFCIQMC,,,,trail,,Cu,atom,-196.967255,5.44e-05,0.0,,,-196.96723,1.474e-06,-196.32402730647453,0.0
,,,vdz,0,,0,,976.0,iFCIQMC,,,,trail,,Ti,atom,-57.882215,6.659999999999999e-05,0.0,,,-57.88305,2.26e-07,-57.52051227493378,0.0
,,,vdz,0,,1,,977.0,iFCIQMC,,,,trail,,Ti,atom,-57.633714000000005,2.3e-05,0.0,,,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
,,,vdz,0,,0,,978.0,iFCIQMC,,,,trail,,Mn,atom,-103.942084,4.45e-05,0.0,,,-103.94226,4.56e-07,-103.51554736964935,0.0
,,,vdz,0,,1,,979.0,iFCIQMC,,,,trail,,Mn,atom,-103.67336800000001,3.68e-05,0.0,,,-103.67336,4.2e-08,-103.29335920887651,0.0
,,,vdz,0,,0,,980.0,iFCIQMC,,,,trail,,Fe,atom,-123.51791899999999,5.660000000000001e-05,0.0,,,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
,,,vdz,0,,1,,981.0,iFCIQMC,,,,trail,,Fe,atom,-123.23342099999999,1.53e-06,0.0,,,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
,,,vdz,0,,0,,982.0,iFCIQMC,,,,trail,,V,atom,-71.077005,4.18e-05,0.0,,,-71.07767,3.2600000000000003e-07,-70.69525960473436,0.0
,,,vdz,0,,1,,983.0,iFCIQMC,,,,trail,,V,atom,-70.828236,4.62e-06,0.0,,,-70.8284,3.2e-08,-70.47804713713508,0.0
,,,vdz,0,,0,,984.0,iFCIQMC,,,,trail,,Sc,atom,-46.396615999999995,2.13e-06,0.0,,,-46.39685,5.4e-08,-46.056720086471316,0.0
,,,vdz,0,,1,,985.0,iFCIQMC,,,,trail,,Sc,atom,-46.15671,1.14e-06,0.0,,,-46.15683,0.0,-45.85651158235275,0.0
,,,vtz,1,,1,,986.0,iFCIQMC,,,,trail,,V,atom,-70.919164,6.22e-05,0.0,,,-70.91955,1.62e-07,-70.47870620861032,0.0
,,,vtz,1,,1,,987.0,iFCIQMC,,,,trail,,Fe,atom,-123.368196,6.2e-05,0.0,,,-123.36856999999999,5.41e-07,-122.80424852863449,0.0
,,,vtz,1,,0,,988.0,iFCIQMC,,,,trail,,Mn,atom,-104.062857,0.00014099999999999998,0.0,,,-104.06366,9.9e-07,-103.51751723050371,0.0
,,,vtz,1,,1,,989.0,iFCIQMC,,,,trail,,Cr,atom,-86.472678,5.6200000000000004e-05,0.0,,,-86.47298,2.01e-07,-85.99858355154308,0.0
,,,vtz,1,,0,,990.0,iFCIQMC,,,,trail,,V,atom,-71.167684,4.210000000000001e-05,0.0,,,-71.16898,1.017e-06,-70.69687058820543,0.0
,,,vtz,1,,0,,991.0,iFCIQMC,,,,trail,,Sc,atom,-46.451289,4.88e-05,0.0,,,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
,,,vtz,1,,1,,992.0,iFCIQMC,,,,trail,,Cu,atom,-197.163711,0.00023500000000000002,0.0,,,-197.16304,6.5e-07,-196.32520712735686,0.0
,,,vtz,1,,1,,993.0,iFCIQMC,,,,trail,,Ti,atom,-57.703593999999995,3.289999999999999e-05,0.0,,,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
,,,vtz,1,,1,,994.0,iFCIQMC,,,,trail,,Sc,atom,-46.211062,2.9299999999999997e-05,0.0,,,-46.211490000000005,0.0,-45.85935928101564,0.0
,,,vtz,1,,0,,995.0,iFCIQMC,,,,trail,,Ti,atom,-57.953019,0.00011,0.0,,,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
,,,vtz,1,,0,,996.0,iFCIQMC,,,,trail,,Cu,atom,-197.445155,0.000365,0.0,,,-197.44464,4.5899999999999997e-07,-196.56611793957046,0.0
,,,vtz,1,,0,,997.0,iFCIQMC,,,,trail,,Fe,atom,-123.656168,0.000123,0.0,,,-123.6572,5.71e-07,-123.03857246947872,0.0
,,,vtz,1,,0,,998.0,iFCIQMC,,,,trail,,Cr,atom,-86.720895,7.11e-05,0.0,,,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
,,,vtz,1,,1,,999.0,iFCIQMC,,,,trail,,Mn,atom,-103.792007,7.03e-05,0.0,,,-103.79214,1.99e-07,-103.29880070636771,0.0
,,,vqz,2,,0,,1000.0,iFCIQMC,,,,trail,,V,atom,-71.20450699999999,1.52e-05,0.0,,,-71.20578,1e-05,-70.69711953301085,0.0
,,,vqz,2,,1,,1001.0,iFCIQMC,,,,trail,,V,atom,-70.957084,8.58e-06,0.0,,,-70.95759,8.42e-07,-70.47878254097698,0.0
,,,vqz,2,,0,,1002.0,iFCIQMC,,,,trail,,Fe,atom,-123.71534,1.6800000000000002e-05,0.0,,,-123.71675,1.63e-05,-123.03893433543683,0.0
,,,vqz,2,,1,,1003.0,iFCIQMC,,,,trail,,Fe,atom,-123.42650900000001,8.5e-06,0.0,,,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
,,,vqz,2,,0,,1004.0,iFCIQMC,,,,trail,,Sc,atom,-46.473197,5.55e-06,0.0,,,-46.474,1.07e-06,-46.057726629346845,0.0
,,,vqz,2,,1,,1005.0,iFCIQMC,,,,trail,,Sc,atom,-46.232721999999995,3.91e-06,0.0,,,-46.233109999999996,9.940000000000001e-07,-45.859964744612796,0.0
,,,vqz,2,,0,,1006.0,iFCIQMC,,,,trail,,Mn,atom,-104.11404499999999,1.63e-05,0.0,,,-104.11501,3.37e-06,-103.51774137665831,0.0
,,,vqz,2,,1,,1007.0,iFCIQMC,,,,trail,,Mn,atom,-103.84229599999999,7.68e-06,0.0,,,-103.84272,2.375e-06,-103.29943473113407,0.0
,,,vqz,2,,0,,1008.0,iFCIQMC,,,,trail,,Cr,atom,-86.76763100000001,2.1e-05,0.0,,,-86.76760999999999,0.0,-86.21909581115591,0.0
,,,vqz,2,,1,,1009.0,iFCIQMC,,,,trail,,Cr,atom,-86.518293,1.1e-05,0.0,,,-86.51867,1.764e-06,-85.99861621753384,0.0
,,,vqz,2,,0,,1010.0,iFCIQMC,,,,trail,,Cu,atom,-197.535026,6.56e-05,0.0,,,-197.53642,1.98e-05,-196.5663491464669,0.0
,,,vqz,2,,1,,1011.0,iFCIQMC,,,,trail,,Cu,atom,-197.25278899999998,5.539999999999999e-05,0.0,,,-197.25343,3.0119999999999997e-06,-196.32534219464927,0.0
,,,vqz,2,,0,,1012.0,iFCIQMC,,,,trail,,Ti,atom,-57.983518000000004,1.2e-05,0.0,,,-57.983,2.24e-06,-57.52332478221496,0.0
,,,vqz,2,,1,,1013.0,iFCIQMC,,,,trail,,Ti,atom,-57.732624,8.46e-06,0.0,,,-57.73256,7.33e-07,-57.319727268097715,0.0
,,,vdz,0,,0,,1018.0,HF+RPA,,,,trail,,O,atom,-15.799682,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vtz,1,,0,,1019.0,HF+RPA,,,,trail,,O,atom,-15.863629999999999,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vqz,2,,0,,1020.0,HF+RPA,,,,trail,,O,atom,-15.8882,0.0,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vdz,0,,0,,1021.0,HSE06mark,,,,trail,,O,atom,-15.844052,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vtz,1,,0,,1022.0,HSE06mark,,,,trail,,O,atom,-15.846097,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vqz,2,,0,,1023.0,HSE06mark,,,,trail,,O,atom,-15.846919,0.0,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vdz,0,,0,,1024.0,HSE06+RPA,,,,trail,,O,atom,-15.83867,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vtz,1,,0,,1025.0,HSE06+RPA,,,,trail,,O,atom,-15.911311999999999,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vqz,2,,0,,1026.0,HSE06+RPA,,,,trail,,O,atom,-15.937954999999999,0.0,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vdz,0,,0,,1027.0,QSGW,,,,trail,,O,atom,-15.807751999999999,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vtz,1,,0,,1028.0,QSGW,,,,trail,,O,atom,-15.872901,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vqz,2,,0,,1029.0,QSGW,,,,trail,,O,atom,-15.897181,0.0,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vdz,0,,1,,1033.0,HF+RPA,,,,trail,,O,atom,-15.317734,0.0,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vtz,1,,1,,1034.0,HF+RPA,,,,trail,,O,atom,-15.369825,0.0,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vqz,2,,1,,1035.0,HF+RPA,,,,trail,,O,atom,-15.390197,0.0,0.0,,,-15.3421,0.0,-15.210758359146777,0.0
,,,vdz,0,,1,,1036.0,HSE06mark,,,,trail,,O,atom,-15.336720999999999,0.0,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vtz,1,,1,,1037.0,HSE06mark,,,,trail,,O,atom,-15.338481,0.0,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
